#Gene	Contig	Start	End	Gene_Length	Strand	SP	TM	pfam_name	pfam_acc	pfam_desc	Taxonomy
metaerg.pl|01780	NODE_47_length_13397_cov_7.45792	4238	5086	849	1	No	0	TPR_1	PF00515	"Tetratricopeptide repeat"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01780	NODE_47_length_13397_cov_7.45792	4238	5086	849	1	No	0	TPR_14	PF13428	"Tetratricopeptide repeat"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01780	NODE_47_length_13397_cov_7.45792	4238	5086	849	1	No	0	TPR_2	PF07719	"Tetratricopeptide repeat"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01780	NODE_47_length_13397_cov_7.45792	4238	5086	849	1	No	0	TPR_8	PF13181	"Tetratricopeptide repeat"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01780	NODE_47_length_13397_cov_7.45792	4238	5086	849	1	No	0	Ubie_methyltran	PF01209	"ubiE/COQ5 methyltransferase family"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01781	NODE_47_length_13397_cov_7.45792	5719	7518	1800	1	No	0	TPP_enzyme_C	PF02775	"Thiamine pyrophosphate enzyme, C-terminal TPP binding domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01781	NODE_47_length_13397_cov_7.45792	5719	7518	1800	1	No	0	TPP_enzyme_M	PF00205	"Thiamine pyrophosphate enzyme, central domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01781	NODE_47_length_13397_cov_7.45792	5719	7518	1800	1	No	0	TPP_enzyme_N	PF02776	"Thiamine pyrophosphate enzyme, N-terminal TPP binding domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01782	NODE_47_length_13397_cov_7.45792	7530	8102	573	1	No	0	ACT	PF01842	"ACT domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01782	NODE_47_length_13397_cov_7.45792	7530	8102	573	1	No	0	ACT_5	PF13710	"ACT domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01782	NODE_47_length_13397_cov_7.45792	7530	8102	573	1	No	0	ALS_ss_C	PF10369	"Small subunit of acetolactate synthase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01783	NODE_47_length_13397_cov_7.45792	8184	9257	1074	-1	No	0	DHO_dh	PF01180	"Dihydroorotate dehydrogenase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01783	NODE_47_length_13397_cov_7.45792	8184	9257	1074	-1	No	0	IMPDH	PF00478	"IMP dehydrogenase / GMP reductase domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01783	NODE_47_length_13397_cov_7.45792	8184	9257	1074	-1	No	0	NMO	PF03060	"Nitronate monooxygenase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01784	NODE_47_length_13397_cov_7.45792	9344	10465	1122	1	No	0	AAA_19	PF13245	"AAA domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01784	NODE_47_length_13397_cov_7.45792	9344	10465	1122	1	No	0	AAA_30	PF13604	"AAA domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01784	NODE_47_length_13397_cov_7.45792	9344	10465	1122	1	No	0	PIF1	PF05970	"PIF1-like helicase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01784	NODE_47_length_13397_cov_7.45792	9344	10465	1122	1	No	0	UvrD_C_2	PF13538	"UvrD-like helicase C-terminal domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01784	NODE_47_length_13397_cov_7.45792	9344	10465	1122	1	No	0	Viral_helicase1	PF01443	"Viral (Superfamily 1) RNA helicase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01785	NODE_47_length_13397_cov_7.45792	10544	11311	768	1	No	0	adh_short	PF00106	"short chain dehydrogenase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01785	NODE_47_length_13397_cov_7.45792	10544	11311	768	1	No	0	adh_short_C2	PF13561	"Enoyl-(Acyl carrier protein) reductase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01785	NODE_47_length_13397_cov_7.45792	10544	11311	768	1	No	0	KR	PF08659	"KR domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01786	NODE_47_length_13397_cov_7.45792	11563	12855	1293	-1	No	0	Citrate_synt	PF00285	"Citrate synthase, C-terminal domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01787	NODE_48_length_13089_cov_119.061	3	1184	1182	-1	No	0	BppU_N	PF10651	"BppU N-terminal domain"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus melliventris
metaerg.pl|01789	NODE_48_length_13089_cov_119.061	1346	4360	3015	-1	No	0	Prophage_tail	PF06605	"Prophage endopeptidase tail"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_J;s__Lactobacillus_J perolens
metaerg.pl|01789	NODE_48_length_13089_cov_119.061	1346	4360	3015	-1	No	0	SH3_3	PF08239	"Bacterial SH3 domain"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_J;s__Lactobacillus_J perolens
metaerg.pl|01790	NODE_48_length_13089_cov_119.061	4357	5115	759	-1	No	0	Sipho_tail	PF05709	"Phage tail protein"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gigeriorum
metaerg.pl|01791	NODE_48_length_13089_cov_119.061	5105	9184	4080	-1	No	0	NLPC_P60	PF00877	"NlpC/P60 family"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_F;s__Lactobacillus_F fabifermentans
metaerg.pl|01791	NODE_48_length_13089_cov_119.061	5105	9184	4080	-1	No	0	SLT	PF01464	"Transglycosylase SLT domain"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_F;s__Lactobacillus_F fabifermentans
metaerg.pl|01793	NODE_48_length_13089_cov_119.061	9407	9787	381	-1	No	0	Phage_TAC_3	PF06896	"Phage tail assembly chaperone proteins, TAC"	unknow
metaerg.pl|01794	NODE_48_length_13089_cov_119.061	9787	10467	681	-1	No	0	Phage_TTP_1	PF04630	"Phage tail tube protein"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_G;s__Lactobacillus_G hilgardii
metaerg.pl|01795	NODE_48_length_13089_cov_119.061	10464	10847	384	-1	No	0	DUF806	PF05657	"Protein of unknown function (DUF806)"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_F;s__Lactobacillus_F fabifermentans
metaerg.pl|01796	NODE_48_length_13089_cov_119.061	10831	11229	399	-1	No	0	HK97-gp10_like	PF04883	"Bacteriophage HK97-gp10, putative tail-component"	d__Viruses;no__dsDNA viruses, no RNA stage;o__Caudovirales;f__Siphoviridae;no__unclassified Siphoviridae;s__Lactobacillus phage Lc-Nu;
metaerg.pl|01797	NODE_48_length_13089_cov_119.061	11219	11566	348	-1	No	0	Phage_H_T_join	PF05521	"Phage head-tail joining protein"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_F;s__Lactobacillus_F plantarum_A
metaerg.pl|01799	NODE_48_length_13089_cov_119.061	11925	13088	1164	-1	No	0	Phage_capsid	PF05065	"Phage capsid family"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_O;s__Lactobacillus_O satsumensis
metaerg.pl|01802	NODE_49_length_12995_cov_8.53957	490	3966	3477	-1	No	0	DUF4815	PF16075	"Domain of unknown function (DUF4815)"	d__Viruses;no__dsDNA viruses, no RNA stage;o__Caudovirales;f__Myoviridae;no__unassigned Spounavirinae;s__Lactobacillus virus Lb338-1;
metaerg.pl|01805	NODE_49_length_12995_cov_8.53957	5196	5519	324	-1	No	0	Phage_XkdX	PF09693	"Phage uncharacterised protein (Phage_XkdX)"	unknow
metaerg.pl|01811	NODE_50_length_12798_cov_15.7	709	1338	630	-1	No	0	Methyltransf_23	PF13489	"Methyltransferase domain"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia;s__Serratia marcescens_B
metaerg.pl|01815	NODE_50_length_12798_cov_15.7	3534	3902	369	-1	No	0	DUF2570	PF10828	"Protein of unknown function (DUF2570)"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia;s__Serratia proteamaculans_B
metaerg.pl|01816	NODE_50_length_12798_cov_15.7	3899	4426	528	-1	No	0	Phage_lysozyme	PF00959	"Phage lysozyme"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia;s__Serratia marcescens_B
metaerg.pl|01817	NODE_50_length_12798_cov_15.7	4426	4686	261	-1	No	0	Phage_holin_2_1	PF04971	"Bacteriophage P21 holin S"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia;s__Serratia marcescens_B
metaerg.pl|01818	NODE_50_length_12798_cov_15.7	5161	5829	669	-1	No	0	Phage_antiter_Q	PF06323	"Phage antitermination protein Q"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia;s__Serratia marcescens_B
metaerg.pl|01819	NODE_50_length_12798_cov_15.7	5826	6857	1032	-1	No	0	DUF968	PF06147	"Protein of unknown function (DUF968)"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia;s__Serratia marcescens_B
metaerg.pl|01820	NODE_50_length_12798_cov_15.7	6860	8410	1551	-1	No	0	Dam	PF05869	"DNA N-6-adenine-methyltransferase (Dam)"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pectobacterium;s__Pectobacterium wasabiae
metaerg.pl|01820	NODE_50_length_12798_cov_15.7	6860	8410	1551	-1	No	0	PAPS_reduct	PF01507	"Phosphoadenosine phosphosulfate reductase family"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pectobacterium;s__Pectobacterium wasabiae
metaerg.pl|01822	NODE_50_length_12798_cov_15.7	8646	9659	1014	-1	No	0	Fe_dep_repress	PF01325	"Iron dependent repressor, N-terminal DNA binding domain"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia;s__Serratia marcescens_B
metaerg.pl|01822	NODE_50_length_12798_cov_15.7	8646	9659	1014	-1	No	0	GntR	PF00392	"Bacterial regulatory proteins, gntR family"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia;s__Serratia marcescens_B
metaerg.pl|01822	NODE_50_length_12798_cov_15.7	8646	9659	1014	-1	No	0	HTH_24	PF13412	"Winged helix-turn-helix DNA-binding"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia;s__Serratia marcescens_B
metaerg.pl|01822	NODE_50_length_12798_cov_15.7	8646	9659	1014	-1	No	0	HTH_36	PF13730	"Helix-turn-helix domain"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia;s__Serratia marcescens_B
metaerg.pl|01822	NODE_50_length_12798_cov_15.7	8646	9659	1014	-1	No	0	MarR	PF01047	"MarR family"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia;s__Serratia marcescens_B
metaerg.pl|01822	NODE_50_length_12798_cov_15.7	8646	9659	1014	-1	No	0	Phg_2220_C	PF09524	"Conserved phage C-terminus (Phg_2220_C)"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia;s__Serratia marcescens_B
metaerg.pl|01822	NODE_50_length_12798_cov_15.7	8646	9659	1014	-1	No	0	RP-C	PF03428	"Replication protein C N-terminal domain"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia;s__Serratia marcescens_B
metaerg.pl|01827	NODE_50_length_12798_cov_15.7	12221	12478	258	-1	No	0	YdaS_antitoxin	PF15943	"Putative antitoxin of bacterial toxin-antitoxin system, YdaS/YdaT"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Izhakiella;s__Izhakiella australiensis
metaerg.pl|01830	NODE_51_length_11991_cov_5.77916	302	979	678	1	No	0	Phage_Gp15	PF06854	"Bacteriophage Gp15 protein"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_K;s__Lactobacillus_K nantensis
metaerg.pl|01831	NODE_51_length_11991_cov_5.77916	984	6674	5691	1	No	0	PhageMin_Tail	PF10145	"Phage-related minor tail protein"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_K;s__Lactobacillus_K nantensis
metaerg.pl|01831	NODE_51_length_11991_cov_5.77916	984	6674	5691	1	No	0	SLT	PF01464	"Transglycosylase SLT domain"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_K;s__Lactobacillus_K nantensis
metaerg.pl|01832	NODE_51_length_11991_cov_5.77916	6671	7492	822	1	No	0	Sipho_tail	PF05709	"Phage tail protein"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_K;s__Lactobacillus_K allii
metaerg.pl|01833	NODE_51_length_11991_cov_5.77916	7501	8904	1404	1	No	0	Prophage_tail	PF06605	"Prophage endopeptidase tail"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_K;s__Lactobacillus_K allii
metaerg.pl|01836	NODE_51_length_11991_cov_5.77916	10040	11131	1092	1	No	0	BppU_N	PF10651	"BppU N-terminal domain"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_K;s__Lactobacillus_K nodensis
metaerg.pl|01840	NODE_52_length_11722_cov_4.60055	565	927	363	-1	No	0	Response_reg	PF00072	"Response regulator receiver domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01841	NODE_52_length_11722_cov_4.60055	1145	2023	879	1	No	0	FGase	PF05013	"N-formylglutamate amidohydrolase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01842	NODE_52_length_11722_cov_4.60055	2255	3040	786	1	No	0	Inositol_P	PF00459	"Inositol monophosphatase family"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01843	NODE_52_length_11722_cov_4.60055	3030	3956	927	-1	No	0	Abhydrolase_1	PF00561	"alpha/beta hydrolase fold"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01843	NODE_52_length_11722_cov_4.60055	3030	3956	927	-1	No	0	Abhydrolase_6	PF12697	"Alpha/beta hydrolase family"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01843	NODE_52_length_11722_cov_4.60055	3030	3956	927	-1	No	0	Hydrolase_4	PF12146	"Serine aminopeptidase, S33"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01844	NODE_52_length_11722_cov_4.60055	4363	4884	522	1	No	0	HSP20	PF00011	"Hsp20/alpha crystallin family"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01845	NODE_52_length_11722_cov_4.60055	5398	10125	4728	1	No	0	GATase_2	PF00310	"Glutamine amidotransferases class-II"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01845	NODE_52_length_11722_cov_4.60055	5398	10125	4728	1	No	0	Glu_synthase	PF01645	"Conserved region in glutamate synthase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01845	NODE_52_length_11722_cov_4.60055	5398	10125	4728	1	No	0	Glu_syn_central	PF04898	"Glutamate synthase central domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01845	NODE_52_length_11722_cov_4.60055	5398	10125	4728	1	No	0	GXGXG	PF01493	"GXGXG motif"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01846	NODE_52_length_11722_cov_4.60055	10175	11629	1455	1	No	0	Amino_oxidase	PF01593	"Flavin containing amine oxidoreductase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01846	NODE_52_length_11722_cov_4.60055	10175	11629	1455	1	No	0	Fer4_20	PF14691	"Dihydroprymidine dehydrogenase domain II, 4Fe-4S cluster"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01846	NODE_52_length_11722_cov_4.60055	10175	11629	1455	1	No	0	NAD_binding_7	PF13241	"Putative NAD(P)-binding"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01846	NODE_52_length_11722_cov_4.60055	10175	11629	1455	1	No	0	NAD_binding_8	PF13450	"NAD(P)-binding Rossmann-like domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01846	NODE_52_length_11722_cov_4.60055	10175	11629	1455	1	No	0	Pyr_redox	PF00070	"Pyridine nucleotide-disulphide oxidoreductase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01846	NODE_52_length_11722_cov_4.60055	10175	11629	1455	1	No	0	Pyr_redox_2	PF07992	"Pyridine nucleotide-disulphide oxidoreductase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01848	NODE_53_length_11636_cov_8.34479	1481	1864	384	-1	No	0	DUF1090	PF06476	"Protein of unknown function (DUF1090)"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01849	NODE_53_length_11636_cov_8.34479	2040	2873	834	1	No	0	DAGK_cat	PF00781	"Diacylglycerol kinase catalytic domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01849	NODE_53_length_11636_cov_8.34479	2040	2873	834	1	No	0	NAD_kinase	PF01513	"ATP-NAD kinase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01850	NODE_53_length_11636_cov_8.34479	3015	4478	1464	1	No	0	DEAD	PF00270	"DEAD/DEAH box helicase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01850	NODE_53_length_11636_cov_8.34479	3015	4478	1464	1	No	0	Helicase_C	PF00271	"Helicase conserved C-terminal domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01850	NODE_53_length_11636_cov_8.34479	3015	4478	1464	1	No	0	ResIII	PF04851	"Type III restriction enzyme, res subunit"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01851	NODE_53_length_11636_cov_8.34479	4661	6031	1371	-1	No	0	tRNA-synt_1c	PF00749	"tRNA synthetases class I (E and Q), catalytic domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01852	NODE_53_length_11636_cov_8.34479	6041	7717	1677	-1	No	0	CN_hydrolase	PF00795	"Carbon-nitrogen hydrolase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01852	NODE_53_length_11636_cov_8.34479	6041	7717	1677	-1	No	0	NAD_synthase	PF02540	"NAD synthase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01852	NODE_53_length_11636_cov_8.34479	6041	7717	1677	-1	No	0	QueC	PF06508	"Queuosine biosynthesis protein QueC"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01853	NODE_53_length_11636_cov_8.34479	7762	8115	354	-1	No	0	DAGK_prokar	PF01219	"Prokaryotic diacylglycerol kinase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01854	NODE_53_length_11636_cov_8.34479	8152	9531	1380	-1	No	0	DAHP_synth_2	PF01474	"Class-II DAHP synthetase family"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01855	NODE_53_length_11636_cov_8.34479	9727	11115	1389	-1	No	0	FAD_oxidored	PF12831	"FAD dependent oxidoreductase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
