#Accession	ID	Description	Count	Count_pct
PF04561	RNA_pol_Rpb2_2	"RNA polymerase Rpb2, domain 2"	2	0.01
PF11924	IAT_beta	"Inverse autotransporter, beta-domain"	1	0.01
PF07374	DUF1492	"Protein of unknown function (DUF1492)"	5	0.03
PF03144	GTP_EFTU_D2	"Elongation factor Tu domain 2"	9	0.05
PF07475	Hpr_kinase_C	"HPr Serine kinase C-terminal domain"	2	0.01
PF16461	Phage_TTP_12	"Lambda phage tail tube protein, TTP"	2	0.01
PF09039	HTH_Tnp_Mu_2	"Mu DNA binding, I gamma subdomain"	1	0.01
PF03668	ATP_bind_2	"P-loop ATPase protein family"	2	0.01
PF14595	Thioredoxin_9	"Thioredoxin"	1	0.01
PF00381	PTS-HPr	"PTS HPr component phosphorylation site"	3	0.02
PF08822	DUF1804	"Protein of unknown function (DUF1804)"	3	0.02
PF00111	Fer2	"2Fe-2S iron-sulfur cluster binding domain"	5	0.03
PF07883	Cupin_2	"Cupin domain"	5	0.03
PF00275	EPSP_synthase	"EPSP synthase (3-phosphoshikimate 1-carboxyvinyltransferase)"	7	0.04
PF06379	RhaT	"L-rhamnose-proton symport protein (RhaT)"	1	0.01
PF10668	Phage_terminase	"Phage terminase small subunit"	3	0.02
PF01343	Peptidase_S49	"Peptidase family S49"	11	0.06
PF16083	Phage_holin_3_3	"LydA holin phage, holin superfamily III"	8	0.04
PF02443	Circo_capsid	"Circovirus capsid protein"	2	0.01
PF11230	DUF3029	"Protein of unknown function (DUF3029)"	2	0.01
PF13673	Acetyltransf_10	"Acetyltransferase (GNAT) domain"	8	0.04
PF02699	YajC	"Preprotein translocase subunit"	2	0.01
PF01790	LGT	"Prolipoprotein diacylglyceryl transferase"	2	0.01
PF00484	Pro_CA	"Carbonic anhydrase"	2	0.01
PF13410	GST_C_2	"Glutathione S-transferase, C-terminal domain"	1	0.01
PF16916	ZT_dimer	"Dimerisation domain of Zinc Transporter"	1	0.01
PF03186	CobD_Cbib	"CobD/Cbib protein"	2	0.01
PF00562	RNA_pol_Rpb2_6	"RNA polymerase Rpb2, domain 6"	1	0.01
PF00596	Aldolase_II	"Class II Aldolase and Adducin N-terminal domain"	6	0.03
PF00512	HisKA	"His Kinase A (phospho-acceptor) domain"	17	0.09
PF00225	Kinesin	"Kinesin motor domain"	2	0.01
PF02634	FdhD-NarQ	"FdhD/NarQ family"	1	0.01
PF04332	DUF475	"Protein of unknown function (DUF475)"	1	0.01
PF04239	DUF421	"Protein of unknown function (DUF421)"	6	0.03
PF05193	Peptidase_M16_C	"Peptidase M16 inactive domain"	7	0.04
PF07553	Lipoprotein_Ltp	"Host cell surface-exposed lipoprotein"	6	0.03
PF00115	COX1	"Cytochrome C and Quinol oxidase polypeptide I"	8	0.04
PF08543	Phos_pyr_kin	"Phosphomethylpyrimidine kinase"	3	0.02
PF04892	VanZ	"VanZ like family"	1	0.01
PF00009	GTP_EFTU	"Elongation factor Tu GTP binding domain"	18	0.10
PF00361	Proton_antipo_M	"Proton-conducting membrane transporter"	19	0.10
PF07510	DUF1524	"Protein of unknown function (DUF1524)"	4	0.02
PF04476	4HFCP_synth	"4-HFC-P synthase"	1	0.01
PF12561	TagA	"ToxR activated gene A lipoprotein domain"	1	0.01
PF02405	MlaE	"Permease MlaE"	1	0.01
PF00501	AMP-binding	"AMP-binding enzyme"	13	0.07
PF06738	ThrE	"Putative threonine/serine exporter"	1	0.01
PF00771	FHIPEP	"FHIPEP family"	3	0.02
PF08702	Fib_alpha	"Fibrinogen alpha/beta chain family"	1	0.01
PF02447	GntP_permease	"GntP family permease"	2	0.01
PF07219	HemY_N	"HemY protein N-terminus"	2	0.01
PF08904	DUF1849	"Domain of unknown function (DUF1849)"	3	0.02
PF14354	Lar_restr_allev	"Restriction alleviation protein Lar"	3	0.02
PF06472	ABC_membrane_2	"ABC transporter transmembrane region 2"	5	0.03
PF13473	Cupredoxin_1	"Cupredoxin-like domain"	2	0.01
PF13569	DUF4132	"Domain of unknown function (DUF4132)"	3	0.02
PF13277	YmdB	"YmdB-like protein"	2	0.01
PF00281	Ribosomal_L5	"Ribosomal protein L5"	1	0.01
PF01058	Oxidored_q6	"NADH ubiquinone oxidoreductase, 20 Kd subunit"	1	0.01
PF02120	Flg_hook	"Flagellar hook-length control protein FliK"	1	0.01
PF07157	DNA_circ_N	"DNA circularisation protein N-terminus"	7	0.04
PF09718	Tape_meas_lam_C	"Lambda phage tail tape-measure protein (Tape_meas_lam_C)"	5	0.03
PF00535	Glycos_transf_2	"Glycosyl transferase family 2"	12	0.07
PF00881	Nitroreductase	"Nitroreductase family"	7	0.04
PF01229	Glyco_hydro_39	"Glycosyl hydrolases family 39"	2	0.01
PF01430	HSP33	"Hsp33 protein"	1	0.01
PF06739	SBBP	"Beta-propeller repeat"	4	0.02
PF01702	TGT	"Queuine tRNA-ribosyltransferase"	5	0.03
PF14579	HHH_6	"Helix-hairpin-helix motif"	5	0.03
PF08929	DUF1911	"Domain of unknown function (DUF1911)"	1	0.01
PF13231	PMT_2	"Dolichyl-phosphate-mannose-protein mannosyltransferase"	1	0.01
PF08020	DUF1706	"Protein of unknown function (DUF1706)"	4	0.02
PF01510	Amidase_2	"N-acetylmuramoyl-L-alanine amidase"	34	0.19
PF07949	YbbR	"YbbR-like protein"	1	0.01
PF02142	MGS	"MGS-like domain"	2	0.01
PF17936	Big_6	"Bacterial Ig domain"	11	0.06
PF00465	Fe-ADH	"Iron-containing alcohol dehydrogenase"	7	0.04
PF09077	Phage-MuB_C	"Mu B transposition protein, C terminal"	2	0.01
PF12705	PDDEXK_1	"PD-(D/E)XK nuclease superfamily"	12	0.07
PF09851	SHOCT	"Short C-terminal domain"	7	0.04
PF13347	MFS_2	"MFS/sugar transport protein"	7	0.04
PF14310	Fn3-like	"Fibronectin type III-like domain"	1	0.01
PF06835	LptC	"Lipopolysaccharide-assembly, LptC-related"	1	0.01
PF05899	Cupin_3	"Protein of unknown function (DUF861)"	1	0.01
PF12344	UvrB	"Ultra-violet resistance protein B"	1	0.01
PF10691	DUF2497	"Protein of unknown function (DUF2497)"	1	0.01
PF16786	RecA_dep_nuc	"Recombination enhancement, RecA-dependent nuclease"	1	0.01
PF03167	UDG	"Uracil DNA glycosylase superfamily"	4	0.02
PF05488	PAAR_motif	"PAAR motif"	6	0.03
PF12627	PolyA_pol_RNAbd	"Probable RNA and SrmB- binding site of polymerase A"	3	0.02
PF07464	ApoLp-III	"Apolipophorin-III precursor (apoLp-III)"	1	0.01
PF03147	FDX-ACB	"Ferredoxin-fold anticodon binding domain"	2	0.01
PF03275	GLF	"UDP-galactopyranose mutase"	1	0.01
PF14437	MafB19-deam	"MafB19-like deaminase"	1	0.01
PF07852	DUF1642	"Protein of unknown function (DUF1642)"	1	0.01
PF08804	gp32	"gp32 DNA binding protein like"	1	0.01
PF01367	5_3_exonuc	"5'-3' exonuclease, C-terminal SAM fold"	3	0.02
PF08494	DEAD_assoc	"DEAD/H associated"	1	0.01
PF07681	DoxX	"DoxX"	3	0.02
PF02224	Cytidylate_kin	"Cytidylate kinase"	1	0.01
PF00041	fn3	"Fibronectin type III domain"	2	0.01
PF00764	Arginosuc_synth	"Arginosuccinate synthase"	6	0.03
PF13932	GIDA_assoc	"GidA associated domain"	1	0.01
PF00181	Ribosomal_L2	"Ribosomal Proteins L2, RNA binding domain"	1	0.01
PF05525	Branch_AA_trans	"Branched-chain amino acid transport protein"	1	0.01
PF06026	Rib_5-P_isom_A	"Ribose 5-phosphate isomerase A (phosphoriboisomerase A)"	2	0.01
PF02571	CbiJ	"Precorrin-6x reductase CbiJ/CobK"	2	0.01
PF04241	DUF423	"Protein of unknown function (DUF423)"	1	0.01
PF13614	AAA_31	"AAA domain"	32	0.18
PF00483	NTP_transferase	"Nucleotidyl transferase"	5	0.03
PF12847	Methyltransf_18	"Methyltransferase domain"	1	0.01
PF13847	Methyltransf_31	"Methyltransferase domain"	12	0.07
PF17384	DUF150_C	"RimP C-terminal SH3 domain"	1	0.01
PF00586	AIRS	"AIR synthase related protein, N-terminal domain"	4	0.02
PF00583	Acetyltransf_1	"Acetyltransferase (GNAT) family"	16	0.09
PF05050	Methyltransf_21	"Methyltransferase FkbM domain"	2	0.01
PF12978	DUF3862	"Domain of Unknown Function with PDB structure (DUF3862)"	5	0.03
PF09931	DUF2163	"Uncharacterized conserved protein (DUF2163)"	8	0.04
PF16874	Glyco_hydro_36C	"Glycosyl hydrolase family 36 C-terminal domain"	1	0.01
PF13303	PTS_EIIC_2	"Phosphotransferase system, EIIC"	3	0.02
PF00199	Catalase	"Catalase"	3	0.02
PF04280	Tim44	"Tim44-like domain"	2	0.01
PF00306	ATP-synt_ab_C	"ATP synthase alpha/beta chain, C terminal domain"	1	0.01
PF13589	HATPase_c_3	"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase"	3	0.02
PF13550	Phage-tail_3	"Putative phage tail protein"	23	0.13
PF00854	PTR2	"POT family"	1	0.01
PF02687	FtsX	"FtsX-like permease family"	5	0.03
PF17760	UvrA_inter	"UvrA interaction domain"	2	0.01
PF01634	HisG	"ATP phosphoribosyltransferase"	2	0.01
PF09608	Alph_Pro_TM	"Putative transmembrane protein (Alph_Pro_TM)"	2	0.01
PF00669	Flagellin_N	"Bacterial flagellin N-terminal helical region"	2	0.01
PF01757	Acyl_transf_3	"Acyltransferase family"	1	0.01
PF00056	Ldh_1_N	"lactate/malate dehydrogenase, NAD binding domain"	2	0.01
PF03315	SDH_beta	"Serine dehydratase beta chain"	2	0.01
PF02525	Flavodoxin_2	"Flavodoxin-like fold"	1	0.01
PF01368	DHH	"DHH family"	2	0.01
PF03692	CxxCxxCC	"Putative zinc- or iron-chelating domain"	2	0.01
PF02511	Thy1	"Thymidylate synthase complementing protein"	4	0.02
PF02348	CTP_transf_3	"Cytidylyltransferase"	1	0.01
PF00793	DAHP_synth_1	"DAHP synthetase I family"	2	0.01
PF01012	ETF	"Electron transfer flavoprotein domain"	4	0.02
PF04297	UPF0122	"Putative helix-turn-helix protein, YlxM / p13 like"	2	0.01
PF13450	NAD_binding_8	"NAD(P)-binding Rossmann-like domain"	7	0.04
PF01722	BolA	"BolA-like protein"	3	0.02
PF02775	TPP_enzyme_C	"Thiamine pyrophosphate enzyme, C-terminal TPP binding domain"	7	0.04
PF01053	Cys_Met_Meta_PP	"Cys/Met metabolism PLP-dependent enzyme"	11	0.06
PF00565	SNase	"Staphylococcal nuclease homologue"	1	0.01
PF15542	Ntox50	"Bacterial toxin 50"	2	0.01
PF03641	Lysine_decarbox	"Possible lysine decarboxylase"	2	0.01
PF04204	HTS	"Homoserine O-succinyltransferase"	2	0.01
PF08479	POTRA_2	"POTRA domain, ShlB-type"	2	0.01
PF00905	Transpeptidase	"Penicillin binding protein transpeptidase domain"	14	0.08
PF02737	3HCDH_N	"3-hydroxyacyl-CoA dehydrogenase, NAD binding domain"	3	0.02
PF09397	FtsK_gamma	"Ftsk gamma domain"	1	0.01
PF10090	HPTransfase	"Histidine phosphotransferase C-terminal domain"	3	0.02
PF13332	Fil_haemagg_2	"Hemagglutinin repeat"	2	0.01
PF01312	Bac_export_2	"FlhB HrpN YscU SpaS Family"	2	0.01
PF12826	HHH_2	"Helix-hairpin-helix motif"	4	0.02
PF16838	Caud_tail_N	"Caudoviral major tail protein N-terminus"	6	0.03
PF00857	Isochorismatase	"Isochorismatase family"	4	0.02
PF09511	RNA_lig_T4_1	"RNA ligase"	1	0.01
PF14714	KH_dom-like	"KH-domain-like of EngA bacterial GTPase enzymes, C-terminal"	3	0.02
PF02569	Pantoate_ligase	"Pantoate-beta-alanine ligase"	3	0.02
PF00392	GntR	"Bacterial regulatory proteins, gntR family"	16	0.09
PF01061	ABC2_membrane	"ABC-2 type transporter"	2	0.01
PF09539	DUF2385	"Protein of unknown function (DUF2385)"	1	0.01
PF08264	Anticodon_1	"Anticodon-binding domain of tRNA"	9	0.05
PF00309	Sigma54_AID	"Sigma-54 factor, Activator interacting domain (AID) "	1	0.01
PF14824	Sirohm_synth_M	"Sirohaem biosynthesis protein central"	1	0.01
PF13518	HTH_28	"Helix-turn-helix domain"	2	0.01
PF03865	ShlB	"Haemolysin secretion/activation protein ShlB/FhaC/HecB"	1	0.01
PF13603	tRNA-synt_1_2	"Leucyl-tRNA synthetase, Domain 2"	2	0.01
PF01434	Peptidase_M41	"Peptidase family M41"	1	0.01
PF06470	SMC_hinge	"SMC proteins Flexible Hinge Domain"	2	0.01
PF06684	AA_synth	"Amino acid synthesis"	2	0.01
PF07940	Hepar_II_III	"Heparinase II/III-like protein"	1	0.01
PF01782	RimM	"RimM N-terminal domain"	1	0.01
PF01416	PseudoU_synth_1	"tRNA pseudouridine synthase"	2	0.01
PF12697	Abhydrolase_6	"Alpha/beta hydrolase family"	4	0.02
PF14559	TPR_19	"Tetratricopeptide repeat"	6	0.03
PF00499	Oxidored_q3	"NADH-ubiquinone/plastoquinone oxidoreductase chain 6"	2	0.01
PF00370	FGGY_N	"FGGY family of carbohydrate kinases, N-terminal domain"	4	0.02
PF02912	Phe_tRNA-synt_N	"Aminoacyl tRNA synthetase class II, N-terminal domain"	2	0.01
PF08447	PAS_3	"PAS fold"	1	0.01
PF08220	HTH_DeoR	"DeoR-like helix-turn-helix domain"	3	0.02
PF06508	QueC	"Queuosine biosynthesis protein QueC"	4	0.02
PF13247	Fer4_11	"4Fe-4S dicluster domain"	2	0.01
PF01745	IPT	"Isopentenyl transferase"	1	0.01
PF18074	PriA_C	"Primosomal protein N C-terminal domain"	3	0.02
PF04864	Alliinase_C	"Allinase"	1	0.01
PF02666	PS_Dcarbxylase	"Phosphatidylserine decarboxylase"	1	0.01
PF15943	YdaS_antitoxin	"Putative antitoxin of bacterial toxin-antitoxin system, YdaS/YdaT"	10	0.05
PF01845	CcdB	"CcdB protein"	1	0.01
PF14928	S_tail_recep_bd	"Short tail fibre protein receptor-binding domain"	1	0.01
PF01967	MoaC	"MoaC family"	2	0.01
PF01645	Glu_synthase	"Conserved region in glutamate synthase"	6	0.03
PF00480	ROK	"ROK family"	1	0.01
PF13414	TPR_11	"TPR repeat"	4	0.02
PF01379	Porphobil_deam	"Porphobilinogen deaminase, dipyromethane cofactor binding domain"	4	0.02
PF00400	WD40	"WD domain, G-beta repeat"	1	0.01
PF03886	ABC_trans_aux	"ABC-type transport auxiliary lipoprotein component"	3	0.02
PF00152	tRNA-synt_2	"tRNA synthetases class II (D, K and N)"	4	0.02
PF18426	Tli4_C	"Tle cognate immunity protein 4 C-terminal domain"	1	0.01
PF05258	DciA	"Dna[CI] antecedent, DciA"	1	0.01
PF01406	tRNA-synt_1e	"tRNA synthetases class I (C) catalytic domain"	7	0.04
PF04392	ABC_sub_bind	"ABC transporter substrate binding protein"	3	0.02
PF06605	Prophage_tail	"Prophage endopeptidase tail"	13	0.07
PF18858	LPD39	"Large polyvalent protein associated domain 39"	1	0.01
PF13167	GTP-bdg_N	"GTP-binding GTPase N-terminal"	2	0.01
PF09371	Tex_N	"Tex-like protein N-terminal domain"	1	0.01
PF04860	Phage_portal	"Phage portal protein"	38	0.21
PF18013	Phage_lysozyme2	"Phage tail lysozyme"	7	0.04
PF06467	zf-FCS	"MYM-type Zinc finger with FCS sequence motif"	3	0.02
PF01977	UbiD	"3-octaprenyl-4-hydroxybenzoate carboxy-lyase"	4	0.02
PF09243	Rsm22	"Mitochondrial small ribosomal subunit Rsm22"	2	0.01
PF14470	bPH_3	"Bacterial PH domain"	1	0.01
PF00166	Cpn10	"Chaperonin 10 Kd subunit"	1	0.01
PF13404	HTH_AsnC-type	"AsnC-type helix-turn-helix domain"	3	0.02
PF07022	Phage_CI_repr	"Bacteriophage CI repressor helix-turn-helix domain"	19	0.10
PF00970	FAD_binding_6	"Oxidoreductase FAD-binding domain"	3	0.02
PF01894	UPF0047	"Uncharacterised protein family UPF0047"	1	0.01
PF16391	DUF5000	"Domain of unknown function"	1	0.01
PF01590	GAF	"GAF domain"	2	0.01
PF08902	DUF1848	"Domain of unknown function (DUF1848)"	1	0.01
PF02602	HEM4	"Uroporphyrinogen-III synthase HemD"	4	0.02
PF00205	TPP_enzyme_M	"Thiamine pyrophosphate enzyme, central domain"	3	0.02
PF07831	PYNP_C	"Pyrimidine nucleoside phosphorylase C-terminal domain"	1	0.01
PF02527	GidB	"rRNA small subunit methyltransferase G"	3	0.02
PF00037	Fer4	"4Fe-4S binding domain"	2	0.01
PF03143	GTP_EFTU_D3	"Elongation factor Tu C-terminal domain"	3	0.02
PF00113	Enolase_C	"Enolase, C-terminal TIM barrel domain"	6	0.03
PF00891	Methyltransf_2	"O-methyltransferase domain"	2	0.01
PF00958	GMP_synt_C	"GMP synthase C terminal domain"	1	0.01
PF00702	Hydrolase	"haloacid dehalogenase-like hydrolase"	10	0.05
PF12399	BCA_ABC_TP_C	"Branched-chain amino acid ATP-binding cassette transporter"	1	0.01
PF04492	Phage_rep_O	"Bacteriophage replication protein O"	5	0.03
PF13148	DUF3987	"Protein of unknown function (DUF3987)"	3	0.02
PF13241	NAD_binding_7	"Putative NAD(P)-binding"	3	0.02
PF02283	CobU	"Cobinamide kinase / cobinamide phosphate guanyltransferase"	1	0.01
PF04748	Polysacc_deac_2	"Divergent polysaccharide deacetylase"	1	0.01
PF00303	Thymidylat_synt	"Thymidylate synthase"	3	0.02
PF08861	DUF1828	"Domain of unknown function DUF1828"	6	0.03
PF10502	Peptidase_S26	"Signal peptidase, peptidase S26"	1	0.01
PF12840	HTH_20	"Helix-turn-helix domain"	3	0.02
PF05894	Podovirus_Gp16	"Podovirus DNA encapsidation protein (Gp16)"	6	0.03
PF05944	Phage_term_smal	"Phage small terminase subunit"	6	0.03
PF03729	DUF308	"Short repeat of unknown function (DUF308)"	1	0.01
PF01926	MMR_HSR1	"50S ribosome-binding GTPase"	20	0.11
PF00089	Trypsin	"Trypsin"	2	0.01
PF06242	DUF1013	"Protein of unknown function (DUF1013)"	1	0.01
PF08298	AAA_PrkA	"PrkA AAA domain"	1	0.01
PF00436	SSB	"Single-strand binding protein family"	40	0.22
PF02303	Phage_DNA_bind	"Helix-destabilising protein"	1	0.01
PF01507	PAPS_reduct	"Phosphoadenosine phosphosulfate reductase family"	9	0.05
PF06176	WaaY	"Lipopolysaccharide core biosynthesis protein (WaaY)"	1	0.01
PF00121	TIM	"Triosephosphate isomerase"	3	0.02
PF00925	GTP_cyclohydro2	"GTP cyclohydrolase II"	3	0.02
PF03786	UxuA	"D-mannonate dehydratase (UxuA)"	3	0.02
PF00828	Ribosomal_L27A	"Ribosomal proteins 50S-L15, 50S-L18e, 60S-L27A"	1	0.01
PF10686	YAcAr	"YspA, cpYpsA-related SLOG family"	4	0.02
PF11972	HTH_13	"HTH DNA binding domain"	1	0.01
PF01442	Apolipoprotein	"Apolipoprotein A1/A4/E domain"	1	0.01
PF03772	Competence	"Competence protein"	5	0.03
PF03717	PBP_dimer	"Penicillin-binding Protein dimerisation domain"	6	0.03
PF02653	BPD_transp_2	"Branched-chain amino acid transport system / permease component"	10	0.05
PF09682	Phage_holin_6_1	"Bacteriophage holin of superfamily 6 (Holin_LLH)"	28	0.15
PF01306	LacY_symp	"LacY proton/sugar symporter"	3	0.02
PF14685	Tricorn_PDZ	"Tricorn protease PDZ domain"	2	0.01
PF10809	DUF2732	"Protein of unknown function (DUF2732)"	5	0.03
PF00449	Urease_alpha	"Urease alpha-subunit, N-terminal domain"	1	0.01
PF00579	tRNA-synt_1b	"tRNA synthetases class I (W and Y)"	1	0.01
PF01139	RtcB	"tRNA-splicing ligase RtcB"	1	0.01
PF04305	DUF455	"Protein of unknown function (DUF455)"	1	0.01
PF11854	MtrB_PioB	"Putative outer membrane beta-barrel porin, MtrB/PioB"	1	0.01
PF00717	Peptidase_S24	"Peptidase S24-like"	72	0.40
PF00067	p450	"Cytochrome P450"	1	0.01
PF05136	Phage_portal_2	"Phage portal protein, lambda family"	7	0.04
PF09835	DUF2062	"Uncharacterized protein conserved in bacteria (DUF2062)"	2	0.01
PF01180	DHO_dh	"Dihydroorotate dehydrogenase"	2	0.01
PF13554	DUF4128	"Bacteriophage related domain of unknown function"	5	0.03
PF00467	KOW	"KOW motif"	1	0.01
PF01783	Ribosomal_L32p	"Ribosomal L32p protein family"	1	0.01
PF01228	Gly_radical	"Glycine radical"	1	0.01
PF11860	Muraidase	"N-acetylmuramidase"	2	0.01
PF01238	PMI_typeI	"Phosphomannose isomerase type I"	5	0.03
PF01545	Cation_efflux	"Cation efflux family"	2	0.01
PF01554	MatE	"MatE"	6	0.03
PF13431	TPR_17	"Tetratricopeptide repeat"	3	0.02
PF05159	Capsule_synth	"Capsule polysaccharide biosynthesis protein"	4	0.02
PF11114	Minor_capsid_2	"Minor capsid protein"	1	0.01
PF02803	Thiolase_C	"Thiolase, C-terminal domain"	3	0.02
PF01113	DapB_N	"Dihydrodipicolinate reductase, N-terminus"	3	0.02
PF00532	Peripla_BP_1	"Periplasmic binding proteins and sugar binding domain of LacI family"	6	0.03
PF01245	Ribosomal_L19	"Ribosomal protein L19"	2	0.01
PF06230	LpxI_C	"LpxI C-terminal domain"	1	0.01
PF05175	MTS	"Methyltransferase small domain"	17	0.09
PF13476	AAA_23	"AAA domain"	16	0.09
PF06262	Zincin_1	"Zincin-like metallopeptidase"	1	0.01
PF10678	DUF2492	"Protein of unknown function (DUF2492)"	1	0.01
PF02401	LYTB	"LytB protein"	3	0.02
PF13336	AcetylCoA_hyd_C	"Acetyl-CoA hydrolase/transferase C-terminal domain"	3	0.02
PF01808	AICARFT_IMPCHas	"AICARFT/IMPCHase bienzyme"	3	0.02
PF13102	Phage_int_SAM_5	"Phage integrase SAM-like domain"	15	0.08
PF05929	Phage_GPO	"Phage capsid scaffolding protein (GPO) serine peptidase"	5	0.03
PF12501	DUF3708	"Phosphate ATP-binding cassette transporter"	1	0.01
PF01177	Asp_Glu_race	"Asp/Glu/Hydantoin racemase"	4	0.02
PF17432	DUF3458_C	"Domain of unknown function (DUF3458_C) ARM repeats"	3	0.02
PF05105	Phage_holin_4_1	"Bacteriophage holin family"	6	0.03
PF17767	NAPRTase_N	"Nicotinate phosphoribosyltransferase (NAPRTase) N-terminal domain"	1	0.01
PF13356	Arm-DNA-bind_3	"Arm DNA-binding domain"	17	0.09
PF02685	Glucokinase	"Glucokinase"	3	0.02
PF03918	CcmH	"Cytochrome C biogenesis protein"	1	0.01
PF09889	DUF2116	"Uncharacterized protein containing a Zn-ribbon (DUF2116)"	1	0.01
PF02843	GARS_C	"Phosphoribosylglycinamide synthetase, C domain"	3	0.02
PF00440	TetR_N	"Bacterial regulatory proteins, tetR family"	6	0.03
PF00389	2-Hacid_dh	"D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain"	4	0.02
PF01116	F_bP_aldolase	"Fructose-bisphosphate aldolase class-II"	7	0.04
PF00310	GATase_2	"Glutamine amidotransferases class-II"	4	0.02
PF03062	MBOAT	"MBOAT, membrane-bound O-acyltransferase family"	2	0.01
PF04304	DUF454	"Protein of unknown function (DUF454)"	1	0.01
PF04295	GD_AH_C	"D-galactarate dehydratase / Altronate hydrolase, C terminus"	5	0.03
PF01063	Aminotran_4	"Amino-transferase class IV"	2	0.01
PF03848	TehB	"Tellurite resistance protein TehB"	1	0.01
PF03445	DUF294	"Putative nucleotidyltransferase DUF294"	2	0.01
PF13531	SBP_bac_11	"Bacterial extracellular solute-binding protein"	7	0.04
PF15916	DUF4743	"Domain of unknown function (DUF4743)"	1	0.01
PF10609	ParA	"NUBPL iron-transfer P-loop NTPase"	18	0.10
PF07702	UTRA	"UTRA domain"	2	0.01
PF01989	DUF126	"Aconitase X swivel domain"	1	0.01
PF08478	POTRA_1	"POTRA domain, FtsQ-type"	2	0.01
PF05148	Methyltransf_8	"Hypothetical methyltransferase"	1	0.01
PF12961	DUF3850	"Domain of unknown function (DUF3850)"	7	0.04
PF13186	SPASM	"Iron-sulfur cluster-binding domain"	1	0.01
PF06821	Ser_hydrolase	"Serine hydrolase"	1	0.01
PF13374	TPR_10	"Tetratricopeptide repeat"	1	0.01
PF02674	Colicin_V	"Colicin V production protein"	2	0.01
PF05192	MutS_III	"MutS domain III"	1	0.01
PF10758	DUF2586	"Protein of unknown function (DUF2586)"	6	0.03
PF01553	Acyltransferase	"Acyltransferase"	1	0.01
PF02667	SCFA_trans	"Short chain fatty acid transporter"	3	0.02
PF13643	DUF4145	"Domain of unknown function (DUF4145)"	2	0.01
PF02837	Glyco_hydro_2_N	"Glycosyl hydrolases family 2, sugar binding domain"	3	0.02
PF17042	NBD_C	"Nucleotide-binding C-terminal domain"	2	0.01
PF04909	Amidohydro_2	"Amidohydrolase"	1	0.01
PF00732	GMC_oxred_N	"GMC oxidoreductase"	4	0.02
PF00496	SBP_bac_5	"Bacterial extracellular solute-binding proteins, family 5 Middle"	17	0.09
PF02554	CstA	"Carbon starvation protein CstA"	3	0.02
PF10707	YrbL-PhoP_reg	"PhoP regulatory network protein YrbL"	1	0.01
PF00886	Ribosomal_S16	"Ribosomal protein S16"	1	0.01
PF18823	InPase	"Inorganic Pyrophosphatase"	2	0.01
PF06341	DUF1056	"Protein of unknown function (DUF1056)"	1	0.01
PF17768	RecJ_OB	"RecJ OB domain"	1	0.01
PF16326	ABC_tran_CTD	"ABC transporter C-terminal domain"	1	0.01
PF01493	GXGXG	"GXGXG motif"	2	0.01
PF00391	PEP-utilizers	"PEP-utilising enzyme, mobile domain"	3	0.02
PF13089	PP_kinase_N	"Polyphosphate kinase N-terminal domain"	2	0.01
PF01580	FtsK_SpoIIIE	"FtsK/SpoIIIE family"	5	0.03
PF10073	DUF2312	"Uncharacterized protein conserved in bacteria (DUF2312)"	7	0.04
PF10672	Methyltrans_SAM	"S-adenosylmethionine-dependent methyltransferase"	1	0.01
PF00743	FMO-like	"Flavin-binding monooxygenase-like"	1	0.01
PF13180	PDZ_2	"PDZ domain"	8	0.04
PF13511	DUF4124	"Domain of unknown function (DUF4124)"	1	0.01
PF07409	GP46	"Phage protein GP46"	7	0.04
PF12869	tRNA_anti-like	"tRNA_anti-like"	7	0.04
PF02151	UVR	"UvrB/uvrC motif"	5	0.03
PF08273	Prim_Zn_Ribbon	"Zinc-binding domain of primase-helicase"	4	0.02
PF00441	Acyl-CoA_dh_1	"Acyl-CoA dehydrogenase, C-terminal domain"	1	0.01
PF03313	SDH_alpha	"Serine dehydratase alpha chain"	4	0.02
PF16189	Creatinase_N_2	"Creatinase/Prolidase N-terminal domain"	2	0.01
PF07927	HicA_toxin	"HicA toxin of bacterial toxin-antitoxin,"	5	0.03
PF05063	MT-A70	"MT-A70"	3	0.02
PF10881	DUF2726	"Protein of unknown function (DUF2726)"	1	0.01
PF01327	Pep_deformylase	"Polypeptide deformylase"	1	0.01
PF01361	Tautomerase	"Tautomerase enzyme"	1	0.01
PF12557	Co_AT_N	"Cob(I)alamin adenosyltransferase N terminal"	1	0.01
PF04364	DNA_pol3_chi	"DNA polymerase III chi subunit, HolC"	2	0.01
PF00762	Ferrochelatase	"Ferrochelatase"	1	0.01
PF04982	HPP	"HPP family"	1	0.01
PF02844	GARS_N	"Phosphoribosylglycinamide synthetase, N domain"	1	0.01
PF01741	MscL	"Large-conductance mechanosensitive channel, MscL"	3	0.02
PF03239	FTR1	"Iron permease FTR1 family"	2	0.01
PF00953	Glycos_transf_4	"Glycosyl transferase family 4"	4	0.02
PF00929	RNase_T	"Exonuclease"	7	0.04
PF00213	OSCP	"ATP synthase delta (OSCP) subunit"	2	0.01
PF01488	Shikimate_DH	"Shikimate / quinate 5-dehydrogenase"	4	0.02
PF05649	Peptidase_M13_N	"Peptidase family M13"	1	0.01
PF11324	DUF3126	"Protein of unknown function (DUF3126)"	1	0.01
