#KO	Name	Definition	Count	Count_pct
K15919	HPR2_3	"glyoxylate/hydroxypyruvate reductase [EC:1.1.1.79 1.1.1.81]"	2	0.01
K09971	aapM, bztC	"general L-amino acid transport system permease protein"	2	0.01
K00970	pcnB	"poly(A) polymerase [EC:2.7.7.19]"	1	0.01
K07677	rcsC	"two-component system, NarL family, capsular synthesis sensor histidine kinase RcsC [EC:2.7.13.3]"	39	0.21
K05786	rarD	"chloramphenicol-sensitive protein RarD"	4	0.02
K21507	dmt	"methyltransferase [EC:2.1.1.-]"	9	0.05
K16785	ecfT	"energy-coupling factor transport system permease protein"	1	0.01
K14811	DBP3	"ATP-dependent RNA helicase DBP3 [EC:3.6.4.13]"	1	0.01
K03798	ftsH, hflB	"cell division protease FtsH [EC:3.4.24.-]"	2	0.01
K02364	entF	"enterobactin synthetase component F [EC:6.3.2.14]"	17	0.09
K01868	TARS, thrS	"threonyl-tRNA synthetase [EC:6.1.1.3]"	6	0.03
K13021	ttuB	"MFS transporter, ACS family, tartrate transporter"	1	0.01
K07637	phoQ	"two-component system, OmpR family, sensor histidine kinase PhoQ [EC:2.7.13.3]"	17	0.09
K00712	tagE	"poly(glycerol-phosphate) alpha-glucosyltransferase [EC:2.4.1.52]"	5	0.03
K15584	nikA, cntA	"nickel transport system substrate-binding protein"	2	0.01
K01870	IARS, ileS	"isoleucyl-tRNA synthetase [EC:6.1.1.5]"	13	0.07
K07711	glrK, qseE	"two-component system, NtrC family, sensor histidine kinase GlrK [EC:2.7.13.3]"	27	0.15
K10808	RRM2	"ribonucleoside-diphosphate reductase subunit M2 [EC:1.17.4.1]"	4	0.02
K08311	nudH	"putative (di)nucleoside polyphosphate hydrolase [EC:3.6.1.-]"	1	0.01
K02114	ATPF1E, atpC	"F-type H+-transporting ATPase subunit epsilon"	2	0.01
K00677	lpxA	"UDP-N-acetylglucosamine acyltransferase [EC:2.3.1.129]"	12	0.07
K04078	groES, HSPE1	"chaperonin GroES"	1	0.01
K09773	ppsR	"[pyruvate, water dikinase]-phosphate phosphotransferase / [pyruvate, water dikinase] kinase [EC:2.7.4.28 2.7.11.33]"	3	0.02
K01679	E4.2.1.2B, fumC, FH	"fumarate hydratase, class II [EC:4.2.1.2]"	4	0.02
K01959	pycA	"pyruvate carboxylase subunit A [EC:6.4.1.1]"	10	0.05
K03856	AROA2, aroA	"3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]"	3	0.02
K00951	relA	"GTP pyrophosphokinase [EC:2.7.6.5]"	14	0.08
K00548	metH, MTR	"5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]"	11	0.06
K15012	regA, regR, actR	"two-component system, response regulator RegA"	2	0.01
K02356	efp	"elongation factor P"	5	0.03
K03732	rhlB	"ATP-dependent RNA helicase RhlB [EC:3.6.4.13]"	8	0.04
K00857	tdk, TK	"thymidine kinase [EC:2.7.1.21]"	6	0.03
K15016	K15016	"enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.35]"	1	0.01
K12573	rnr, vacB	"ribonuclease R [EC:3.1.13.1]"	9	0.05
K03449	MFS.CP	"MFS transporter, CP family, cyanate transporter"	1	0.01
K01524	ppx-gppA	"exopolyphosphatase / guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase [EC:3.6.1.11 3.6.1.40]"	2	0.01
K18940	arlS	"two-component system, OmpR family, sensor histidine kinase ArlS [EC:2.7.13.3]"	2	0.01
K02558	mpl	"UDP-N-acetylmuramate: L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase [EC:6.3.2.45]"	3	0.02
K00163	aceE	"pyruvate dehydrogenase E1 component [EC:1.2.4.1]"	2	0.01
K02196	ccmD	"heme exporter protein D"	2	0.01
K03579	hrpB	"ATP-dependent helicase HrpB [EC:3.6.4.13]"	15	0.08
K12989	lpcC	"mannosyltransferase [EC:2.4.1.-]"	2	0.01
K03018	RPC1, POLR3A	"DNA-directed RNA polymerase III subunit RPC1 [EC:2.7.7.6]"	7	0.04
K00239	sdhA, frdA	"succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]"	2	0.01
K03784	deoD	"purine-nucleoside phosphorylase [EC:2.4.2.1]"	2	0.01
K00366	nirA	"ferredoxin-nitrite reductase [EC:1.7.7.1]"	4	0.02
K01534	zntA	"Cd2+/Zn2+-exporting ATPase [EC:3.6.3.3 7.2.2.12]"	7	0.04
K00558	DNMT1, dcm	"DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]"	48	0.26
K07316	mod	"adenine-specific DNA-methyltransferase [EC:2.1.1.72]"	2	0.01
K08349	fdnH	"formate dehydrogenase-N, beta subunit"	3	0.02
K13181	DDX27, DRS1	"ATP-dependent RNA helicase DDX27 [EC:3.6.4.13]"	2	0.01
K09767	yajQ	"cyclic-di-GMP-binding protein"	1	0.01
K02028	ABC.PA.A	"polar amino acid transport system ATP-binding protein [EC:7.4.2.1]"	4	0.02
K13584	ctrA	"two-component system, cell cycle response regulator CtrA"	2	0.01
K00302	soxA	"sarcosine oxidase, subunit alpha [EC:1.5.3.1]"	2	0.01
K10014	hisJ	"histidine transport system substrate-binding protein"	2	0.01
K02205	rocE, rocC	"arginine/ornithine permease"	3	0.02
K02323	polB	"DNA polymerase II small subunit [EC:2.7.7.7]"	13	0.07
K06857	tupC, vupC	"tungstate transport system ATP-binding protein [EC:7.3.2.6]"	3	0.02
K10003	gltJ, aatQ	"glutamate/aspartate transport system permease protein"	3	0.02
K22955	traI, avsI	"acyl homoserine lactone synthase [EC:2.3.1.184]"	2	0.01
K03654	recQ	"ATP-dependent DNA helicase RecQ [EC:3.6.4.12]"	2	0.01
K06177	rluA	"tRNA pseudouridine32 synthase / 23S rRNA pseudouridine746 synthase [EC:5.4.99.28 5.4.99.29]"	1	0.01
K01643	citF	"citrate lyase subunit alpha / citrate CoA-transferase [EC:2.8.3.10]"	1	0.01
K02505	hofC	"protein transport protein HofC"	1	0.01
K02761	PTS-Cel-EIIC, celB, chbC	"PTS system, cellobiose-specific IIC component"	1	0.01
K01627	kdsA	"2-dehydro-3-deoxyphosphooctonate aldolase (KDO 8-P synthase) [EC:2.5.1.55]"	2	0.01
K08264	hdrD	"heterodisulfide reductase subunit D [EC:1.8.98.1]"	1	0.01
K18703	SUGCT	"succinate---hydroxymethylglutarate CoA-transferase [EC:2.8.3.13]"	1	0.01
K03801	lipB	"lipoyl(octanoyl) transferase [EC:2.3.1.181]"	2	0.01
K02609	paaA	"ring-1,2-phenylacetyl-CoA epoxidase subunit PaaA [EC:1.14.13.149]"	2	0.01
K11175	purN	"phosphoribosylglycinamide formyltransferase 1 [EC:2.1.2.2]"	7	0.04
K06179	rluC	"23S rRNA pseudouridine955/2504/2580 synthase [EC:5.4.99.24]"	1	0.01
K02062	thiQ	"thiamine transport system ATP-binding protein"	5	0.03
K19421	epsC	"polysaccharide biosynthesis protein EpsC"	1	0.01
K13131	DDX20, GEMIN3	"ATP-dependent RNA helicase DDX20 [EC:3.6.4.13]"	5	0.03
K03149	thiG	"thiazole synthase [EC:2.8.1.10]"	2	0.01
K02111	ATPF1A, atpA	"F-type H+/Na+-transporting ATPase subunit alpha [EC:7.1.2.2 7.2.2.1]"	8	0.04
K11527	K11527	"two-component system, sensor histidine kinase and response regulator [EC:2.7.13.3]"	34	0.19
K09709	meh	"3-methylfumaryl-CoA hydratase [EC:4.2.1.153]"	2	0.01
K05661	ABCB6	"ATP-binding cassette, subfamily B (MDR/TAP), member 6"	2	0.01
K04772	degQ, hhoA	"serine protease DegQ [EC:3.4.21.-]"	1	0.01
K02844	waaG, rfaG	"UDP-glucose:(heptosyl)LPS alpha-1,3-glucosyltransferase [EC:2.4.1.-]"	2	0.01
K01571	oadA	"oxaloacetate decarboxylase (Na+ extruding) subunit alpha [EC:7.2.4.2]"	4	0.02
K06215	pdxS, pdx1	"pyridoxal 5'-phosphate synthase pdxS subunit [EC:4.3.3.6]"	2	0.01
K06920	queC	"7-cyano-7-deazaguanine synthase [EC:6.3.4.20]"	2	0.01
K22270	nagX	"3-hydroxybenzoate 6-monooxygenase [EC:1.14.13.24]"	1	0.01
K01028	E2.8.3.5A, scoA	"3-oxoacid CoA-transferase subunit A [EC:2.8.3.5]"	2	0.01
K11185	TRYP	"cytosolic tryparedoxin peroxidase, trypanosomatid typical 2-Cys peroxiredoxin [EC:1.11.1.15]"	5	0.03
K11904	vgrG	"type VI secretion system secreted protein VgrG"	1	0.01
K15983	kshB	"3-ketosteroid 9alpha-monooxygenase subunit B [EC:1.14.15.30]"	1	0.01
K01755	argH, ASL	"argininosuccinate lyase [EC:4.3.2.1]"	4	0.02
K02315	dnaC	"DNA replication protein DnaC"	1	0.01
K17675	SUPV3L1, SUV3	"ATP-dependent RNA helicase SUPV3L1/SUV3 [EC:3.6.4.13]"	1	0.01
K06207	typA, bipA	"GTP-binding protein"	7	0.04
K16784	bioM	"biotin transport system ATP-binding protein [EC:3.6.3.-]"	1	0.01
K11003	hlyD, cyaD	"hemolysin D"	1	0.01
K02000	proV	"glycine betaine/proline transport system ATP-binding protein [EC:7.6.2.9]"	31	0.17
K01516		""	2	0.01
K01674	cah	"carbonic anhydrase [EC:4.2.1.1]"	2	0.01
K07741	antB	"anti-repressor protein"	5	0.03
K11928	putP	"sodium/proline symporter"	2	0.01
K00848	rhaB	"rhamnulokinase [EC:2.7.1.5]"	1	0.01
K00331	nuoB	"NADH-quinone oxidoreductase subunit B [EC:7.1.1.2]"	2	0.01
K12659	ARG56	"N-acetyl-gamma-glutamyl-phosphate reductase / acetylglutamate kinase [EC:1.2.1.38 2.7.2.8]"	5	0.03
K11717	sufS	"cysteine desulfurase / selenocysteine lyase [EC:2.8.1.7 4.4.1.16]"	2	0.01
K07404	pgl	"6-phosphogluconolactonase [EC:3.1.1.31]"	2	0.01
K02757	PTS-Bgl-EIIC, bglF, bglP	"PTS system, beta-glucoside-specific IIC component"	11	0.06
K03760	eptA, pmrC	"lipid A ethanolaminephosphotransferase [EC:2.7.8.43]"	1	0.01
K00526	E1.17.4.1B, nrdB, nrdF	"ribonucleoside-diphosphate reductase beta chain [EC:1.17.4.1]"	5	0.03
K03470	rnhB	"ribonuclease HII [EC:3.1.26.4]"	2	0.01
K00053	ilvC	"ketol-acid reductoisomerase [EC:1.1.1.86]"	4	0.02
K07047	nfdA	"N-substituted formamide deformylase [EC:3.5.1.91]"	1	0.01
K03664	smpB	"SsrA-binding protein"	1	0.01
K01697	CBS	"cystathionine beta-synthase [EC:4.2.1.22]"	1	0.01
K05554	actVII	"aromatase [EC:4.2.1.-]"	1	0.01
K01834	PGAM, gpmA	"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11]"	12	0.07
K13798	rpoB	"DNA-directed RNA polymerase subunit B [EC:2.7.7.6]"	3	0.02
K03653	K03653	"N-glycosylase/DNA lyase [EC:3.2.2.- 4.2.99.18]"	1	0.01
K05803	nlpI	"lipoprotein NlpI"	1	0.01
K04080	ibpA	"molecular chaperone IbpA"	2	0.01
K11189	PTS-HPR	"phosphocarrier protein"	9	0.05
K13025	EIF4A3, FAL1	"ATP-dependent RNA helicase [EC:3.6.4.13]"	2	0.01
K02668	pilS, pehS	"two-component system, NtrC family, sensor histidine kinase PilS [EC:2.7.13.3]"	49	0.27
K07862	sstT	"serine/threonine transporter"	2	0.01
K21573	susC	"TonB-dependent starch-binding outer membrane protein SusC"	1	0.01
K00371	narH, narY, nxrB	"nitrate reductase / nitrite oxidoreductase, beta subunit [EC:1.7.5.1 1.7.99.-]"	3	0.02
K02278	cpaA, tadV	"prepilin peptidase CpaA [EC:3.4.23.43]"	1	0.01
K03934	NDUFS1	"NADH dehydrogenase (ubiquinone) Fe-S protein 1 [EC:7.1.1.2 1.6.99.3]"	4	0.02
K03111	ssb	"single-strand DNA-binding protein"	30	0.16
K06610	iolF	"MFS transporter, SP family, inositol transporter"	1	0.01
K13278	ASPG	"60kDa lysophospholipase [EC:3.1.1.5 3.1.1.47 3.5.1.1]"	1	0.01
K07207	TSC2	"tuberous sclerosis 2"	1	0.01
K01034	atoD	"acetate CoA/acetoacetate CoA-transferase alpha subunit [EC:2.8.3.8 2.8.3.9]"	1	0.01
K06168	miaB	"tRNA-2-methylthio-N6-dimethylallyladenosine synthase [EC:2.8.4.3]"	2	0.01
K01874	MARS, metG	"methionyl-tRNA synthetase [EC:6.1.1.10]"	8	0.04
K13427	NOA1	"nitric-oxide synthase, plant [EC:1.14.13.39]"	1	0.01
K15460	yfiC, trmX	"tRNA1Val (adenine37-N6)-methyltransferase [EC:2.1.1.223]"	2	0.01
K01784	galE, GALE	"UDP-glucose 4-epimerase [EC:5.1.3.2]"	3	0.02
K11715	ERN2	"serine/threonine-protein kinase/endoribonuclease IRE2 [EC:2.7.11.1 3.1.26.-]"	1	0.01
K00411	UQCRFS1, RIP1, petA	"ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8]"	1	0.01
K08345		""	4	0.02
K00329	E7.1.1.2	"NADH dehydrogenase [EC:7.1.1.2]"	2	0.01
K01630	garL	"2-dehydro-3-deoxyglucarate aldolase [EC:4.1.2.20]"	1	0.01
K21898	orr	"ornithine racemase [EC:5.1.1.12]"	1	0.01
K00633	lacA	"galactoside O-acetyltransferase [EC:2.3.1.18]"	1	0.01
K21520	C1	"Bean yellow dwarf virus replication-associated protein A [EC:3.1.21.-]"	1	0.01
K18800	ubiI	"2-polyprenylphenol 6-hydroxylase [EC:1.14.13.240]"	1	0.01
K01835	pgm	"phosphoglucomutase [EC:5.4.2.2]"	6	0.03
K19236	ycfS	"L,D-transpeptidase YcfS"	2	0.01
K00162	PDHB, pdhB	"pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1]"	2	0.01
K02994	RP-S8, rpsH	"small subunit ribosomal protein S8"	1	0.01
K01842		""	3	0.02
K03593	mrp, NUBPL	"ATP-binding protein involved in chromosome partitioning"	3	0.02
K20862	yigB	"FMN hydrolase / 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.102 3.1.3.104]"	1	0.01
K02946	RP-S10, MRPS10, rpsJ	"small subunit ribosomal protein S10"	1	0.01
K05365	mrcB	"penicillin-binding protein 1B [EC:2.4.1.129 3.4.16.4]"	1	0.01
K08347		""	1	0.01
K02529	lacI, galR	"LacI family transcriptional regulator"	5	0.03
K01421	yhgE	"putative membrane protein"	1	0.01
K03305	TC.POT	"proton-dependent oligopeptide transporter, POT family"	1	0.01
K06001	trpB	"tryptophan synthase beta chain [EC:4.2.1.20]"	3	0.02
K00956	cysN	"sulfate adenylyltransferase subunit 1 [EC:2.7.7.4]"	13	0.07
K00759	APRT, apt	"adenine phosphoribosyltransferase [EC:2.4.2.7]"	1	0.01
K01881	PARS, proS	"prolyl-tRNA synthetase [EC:6.1.1.15]"	9	0.05
K02992	RP-S7, MRPS7, rpsG	"small subunit ribosomal protein S7"	1	0.01
K00392	sir	"sulfite reductase (ferredoxin) [EC:1.8.7.1]"	1	0.01
K23015	lgoR	"GntR family transcriptional regulator, transcriptional activator for L-galactonate catabolism"	1	0.01
K00858	ppnK, NADK	"NAD+ kinase [EC:2.7.1.23]"	4	0.02
K07683	nreB	"two-component system, NarL family, sensor histidine kinase NreB [EC:2.7.13.3]"	2	0.01
K15578	nrtC, nasD	"nitrate/nitrite transport system ATP-binding protein [EC:3.6.3.-]"	1	0.01
K00567	ogt, MGMT	"methylated-DNA-[protein]-cysteine S-methyltransferase [EC:2.1.1.63]"	3	0.02
K18941	arlR	"two-component system, OmpR family, response regulator ArlR"	2	0.01
K13533	kinE	"two-component system, sporulation sensor kinase E [EC:2.7.13.3]"	13	0.07
K00872	thrB1	"homoserine kinase [EC:2.7.1.39]"	2	0.01
K00773	tgt, QTRT1	"queuine tRNA-ribosyltransferase [EC:2.4.2.29]"	5	0.03
K00794	ribH, RIB4	"6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]"	1	0.01
K11749	rseP	"regulator of sigma E protease [EC:3.4.24.-]"	4	0.02
K00618	ARG2	"amino-acid N-acetyltransferase [EC:2.3.1.1]"	1	0.01
K00427	lldP, lctP	"L-lactate permease"	1	0.01
K05590	srmB	"ATP-dependent RNA helicase SrmB [EC:3.6.4.13]"	2	0.01
K11084	phnT	"2-aminoethylphosphonate transport system ATP-binding protein"	7	0.04
K02621	parC	"topoisomerase IV subunit A [EC:5.6.2.2]"	7	0.04
K06915	K06915	"uncharacterized protein"	3	0.02
K02198	ccmF	"cytochrome c-type biogenesis protein CcmF"	3	0.02
K07644	cusS, copS, silS	"two-component system, OmpR family, heavy metal sensor histidine kinase CusS [EC:2.7.13.3]"	42	0.23
K00768	E2.4.2.21, cobU, cobT	"nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:2.4.2.21]"	1	0.01
K00927	PGK, pgk	"phosphoglycerate kinase [EC:2.7.2.3]"	2	0.01
K14981	chvI	"two-component system, OmpR family, response regulator ChvI"	2	0.01
K00627	DLAT, aceF, pdhC	"pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase) [EC:2.3.1.12]"	2	0.01
K03819	wcaB	"putative colanic acid biosynthesis acetyltransferase WcaB [EC:2.3.1.-]"	1	0.01
K00998	pssA	"CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]"	4	0.02
K12253	aruI	"5-guanidino-2-oxopentanoate decarboxylase [EC:4.1.1.75]"	1	0.01
K00390	cysH	"phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]"	15	0.08
K14155	patB, malY	"cysteine-S-conjugate beta-lyase [EC:4.4.1.13]"	1	0.01
K00128	ALDH	"aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]"	3	0.02
K06518	cidA	"holin-like protein"	1	0.01
K03274	gmhD, rfaD	"ADP-L-glycero-D-manno-heptose 6-epimerase [EC:5.1.3.20]"	1	0.01
K06213	mgtE	"magnesium transporter"	2	0.01
K00669	AANAT	"arylalkylamine N-acetyltransferase [EC:2.3.1.87]"	2	0.01
K14084	mttC	"trimethylamine corrinoid protein"	1	0.01
K03282	mscL	"large conductance mechanosensitive channel"	3	0.02
K06287	maf	"septum formation protein"	1	0.01
K03688	ubiB, aarF	"ubiquinone biosynthesis protein"	4	0.02
K02796	PTS-Man-EIID, manZ	"PTS system, mannose-specific IID component"	4	0.02
K02069	ABC.X2.P	"putative ABC transport system permease protein"	1	0.01
K08173	ydfJ	"MFS transporter, MHS family, metabolite:H+ symporter"	1	0.01
K10805	tesB	"acyl-CoA thioesterase II [EC:3.1.2.-]"	1	0.01
K07675	uhpB	"two-component system, NarL family, sensor histidine kinase UhpB [EC:2.7.13.3]"	34	0.19
K06894	yfhM	"alpha-2-macroglobulin"	11	0.06
K07115	rlmJ	"23S rRNA (adenine2030-N6)-methyltransferase [EC:2.1.1.266]"	1	0.01
K02377	TSTA3, fcl	"GDP-L-fucose synthase [EC:1.1.1.271]"	1	0.01
K03557	fis	"Fis family transcriptional regulator, factor for inversion stimulation protein"	1	0.01
K02439	glpE	"thiosulfate sulfurtransferase [EC:2.8.1.1]"	1	0.01
K02502	hisZ	"ATP phosphoribosyltransferase regulatory subunit"	2	0.01
K05663	ATM	"ATP-binding cassette, subfamily B, mitochondrial transporter ATM"	2	0.01
K01711	gmd, GMDS	"GDPmannose 4,6-dehydratase [EC:4.2.1.47]"	2	0.01
K18926	lmrB	"MFS transporter, DHA2 family, lincomycin resistance protein"	3	0.02
K04754	mlaA, vacJ	"phospholipid-binding lipoprotein MlaA"	1	0.01
K06073	btuC	"vitamin B12 transport system permease protein"	1	0.01
K09667	OGT	"protein O-GlcNAc transferase [EC:2.4.1.255]"	1	0.01
K01079	serB, PSPH	"phosphoserine phosphatase [EC:3.1.3.3]"	1	0.01
K02753	PTS-Asc-EIIC, ascF	"PTS system, beta-glucoside (arbutin/salicin/cellobiose)-specific IIC component"	10	0.05
K07649	tctE	"two-component system, OmpR family, sensor histidine kinase TctE [EC:2.7.13.3]"	21	0.12
K02619	pabC	"4-amino-4-deoxychorismate lyase [EC:4.1.3.38]"	9	0.05
K00845	glk	"glucokinase [EC:2.7.1.2]"	4	0.02
K01857	pcaB	"3-carboxy-cis,cis-muconate cycloisomerase [EC:5.5.1.2]"	3	0.02
K00215	dapB	"4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]"	5	0.03
K09252	FAEB	"feruloyl esterase [EC:3.1.1.73]"	1	0.01
K00795	ispA	"farnesyl diphosphate synthase [EC:2.5.1.1 2.5.1.10]"	1	0.01
K03503	umuD	"DNA polymerase V [EC:3.4.21.-]"	1	0.01
K07474	xtmA	"phage terminase small subunit"	2	0.01
K06126	COQ6	"ubiquinone biosynthesis monooxygenase Coq6 [EC:1.14.13.-]"	1	0.01
K03046	rpoC	"DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6]"	11	0.06
K01760	metC	"cysteine-S-conjugate beta-lyase [EC:4.4.1.13]"	2	0.01
K19164	ccdA	"antitoxin CcdA"	1	0.01
K08728	E2.4.2.6	"nucleoside deoxyribosyltransferase [EC:2.4.2.6]"	4	0.02
K21936	chuW	"anaerobilin synthase [EC:2.1.1.342]"	2	0.01
K03199	virB4, lvhB4	"type IV secretion system protein VirB4 [EC:7.4.2.8]"	2	0.01
K00335	nuoF	"NADH-quinone oxidoreductase subunit F [EC:7.1.1.2]"	3	0.02
K14392	panF	"sodium/pantothenate symporter"	2	0.01
K04568	epmA, poxA	"elongation factor P--(R)-beta-lysine ligase [EC:6.3.1.-]"	1	0.01
K02416	fliM	"flagellar motor switch protein FliM"	1	0.01
K00940	ndk, NME	"nucleoside-diphosphate kinase [EC:2.7.4.6]"	1	0.01
K01923	purC	"phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:6.3.2.6]"	3	0.02
K05879	dhaL	"phosphoenolpyruvate---glycerone phosphotransferase subunit DhaL [EC:2.7.1.121]"	2	0.01
K03445	nepI	"MFS transporter, DHA1 family, purine ribonucleoside efflux pump"	2	0.01
K02020	modA	"molybdate transport system substrate-binding protein"	1	0.01
K03188	ureF	"urease accessory protein"	1	0.01
K00651	metA	"homoserine O-succinyltransferase/O-acetyltransferase [EC:2.3.1.46 2.3.1.31]"	2	0.01
K02492	hemA	"glutamyl-tRNA reductase [EC:1.2.1.70]"	3	0.02
K15555	ssuB	"sulfonate transport system ATP-binding protein [EC:3.6.3.-]"	3	0.02
K05541	dusC	"tRNA-dihydrouridine synthase C [EC:1.-.-.-]"	2	0.01
K02227	cbiB, cobD	"adenosylcobinamide-phosphate synthase [EC:6.3.1.10]"	1	0.01
K19005	ltaS	"lipoteichoic acid synthase [EC:2.7.8.20]"	3	0.02
K01693	hisB	"imidazoleglycerol-phosphate dehydratase [EC:4.2.1.19]"	2	0.01
K07098	K07098	"uncharacterized protein"	1	0.01
K17103	CHO1, pssA	"CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]"	2	0.01
K03572	mutL	"DNA mismatch repair protein MutL"	2	0.01
K03701	uvrA	"excinuclease ABC subunit A"	5	0.03
K07638	envZ	"two-component system, OmpR family, osmolarity sensor histidine kinase EnvZ [EC:2.7.13.3]"	32	0.18
K05592	deaD, cshA	"ATP-dependent RNA helicase DeaD [EC:3.6.4.13]"	14	0.08
K02339	holC	"DNA polymerase III subunit chi [EC:2.7.7.7]"	2	0.01
K00135	gabD	"succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]"	8	0.04
K02956	RP-S15, MRPS15, rpsO	"small subunit ribosomal protein S15"	1	0.01
K03625	nusB	"transcription antitermination protein NusB"	2	0.01
K11751	ushA	"5'-nucleotidase / UDP-sugar diphosphatase [EC:3.1.3.5 3.6.1.45]"	4	0.02
K00604	MTFMT, fmt	"methionyl-tRNA formyltransferase [EC:2.1.2.9]"	3	0.02
K03737	por, nifJ	"pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-]"	3	0.02
K02860	rimM	"16S rRNA processing protein RimM"	4	0.02
K00057	gpsA	"glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]"	3	0.02
K02298	cyoB	"cytochrome o ubiquinol oxidase subunit I [EC:7.1.1.3]"	4	0.02
K05807	bamD	"outer membrane protein assembly factor BamD"	4	0.02
K00600	glyA, SHMT	"glycine hydroxymethyltransferase [EC:2.1.2.1]"	2	0.01
K00950	folK	"2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [EC:2.7.6.3]"	1	0.01
K00698	CHS1	"chitin synthase [EC:2.4.1.16]"	8	0.04
K05837	rodA, mrdB	"rod shape determining protein RodA"	4	0.02
K01509	ENTPD2	"adenosinetriphosphatase [EC:3.6.1.3]"	13	0.07
K11145	K11145	"ribonuclease III family protein [EC:3.1.26.-]"	1	0.01
K15634	gpmB	"probable phosphoglycerate mutase [EC:5.4.2.12]"	11	0.06
K10001	gltI, aatJ	"glutamate/aspartate transport system substrate-binding protein"	1	0.01
K01753	dsdA	"D-serine dehydratase [EC:4.3.1.18]"	1	0.01
K17754	cpnA	"cyclopentanol dehydrogenase [EC:1.1.1.163]"	1	0.01
K09861	K09861	"uncharacterized protein"	1	0.01
K07263	pqqL	"zinc protease [EC:3.4.24.-]"	5	0.03
K00931	proB	"glutamate 5-kinase [EC:2.7.2.11]"	7	0.04
K22409	sle1	"N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]"	1	0.01
K07278	tamA	"translocation and assembly module TamA"	2	0.01
K02124	ATPVK, ntpK, atpK	"V/A-type H+/Na+-transporting ATPase subunit K"	2	0.01
K04487	iscS, NFS1	"cysteine desulfurase [EC:2.8.1.7]"	5	0.03
K02819	PTS-Tre-EIIC, treB	"PTS system, trehalose-specific IIC component"	12	0.07
K01999	livK	"branched-chain amino acid transport system substrate-binding protein"	4	0.02
K00068	srlD	"sorbitol-6-phosphate 2-dehydrogenase [EC:1.1.1.140]"	1	0.01
K14509	ETR, ERS	"ethylene receptor [EC:2.7.13.-]"	17	0.09
K01535	PMA1, PMA2	"H+-transporting ATPase [EC:7.1.2.1]"	1	0.01
K03498	trkH, trkG, ktrB	"trk system potassium uptake protein"	3	0.02
K06925	tsaE	"tRNA threonylcarbamoyladenosine biosynthesis protein TsaE"	2	0.01
K02899	RP-L27, MRPL27, rpmA	"large subunit ribosomal protein L27"	1	0.01
K00052	leuB, IMDH	"3-isopropylmalate dehydrogenase [EC:1.1.1.85]"	3	0.02
K01457	atzF	"allophanate hydrolase [EC:3.5.1.54]"	6	0.03
K16328	psuK	"pseudouridine kinase [EC:2.7.1.83]"	1	0.01
K00758	deoA, TYMP	"thymidine phosphorylase [EC:2.4.2.4]"	2	0.01
K07265	kpsS, lipB	"capsular polysaccharide export protein"	2	0.01
K02002	proX	"glycine betaine/proline transport system substrate-binding protein"	1	0.01
K01934	MTHFS	"5-formyltetrahydrofolate cyclo-ligase [EC:6.3.3.2]"	2	0.01
K00525	E1.17.4.1A, nrdA, nrdE	"ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]"	20	0.11
K10909	luxQ	"two-component system, autoinducer 2 sensor kinase/phosphatase LuxQ [EC:2.7.13.3 3.1.3.-]"	9	0.05
K07248	aldA	"lactaldehyde dehydrogenase / glycolaldehyde dehydrogenase [EC:1.2.1.22 1.2.1.21]"	2	0.01
K13185	DHX30	"ATP-dependent RNA helicase DHX30 [EC:3.6.4.13]"	13	0.07
K13490	wspE	"two-component system, chemotaxis family, sensor histidine kinase and response regulator WspE"	1	0.01
